BVP,TEMP,ACC_x,ACC_y,ACC_z
28.538013,35.798847,57.000000,21.000000,19.000000
17.683500,35.796276,53.000000,23.000000,19.000000
6.761162,35.798866,58.000000,22.000000,19.000000
1.904626,35.806438,55.000000,23.000000,21.000000
4.155552,35.818436,55.000000,25.000000,20.000000
8.589006,35.833836,56.000000,24.000000,23.000000
9.725134,35.818775,55.000000,25.000000,20.000000
6.332891,35.807068,55.000000,25.000000,18.000000
0.340445,35.799690,55.000000,24.000000,20.000000
-6.821126,35.797176,50.000000,24.000000,23.000000
-15.450253,35.799690,55.000000,23.000000,22.000000
-26.222145,35.807068,56.000000,23.000000,23.000000
-37.832417,35.818775,52.000000,24.000000,26.000000
-44.606949,35.833836,55.000000,23.000000,21.000000
-39.358406,35.818436,58.000000,21.000000,20.000000
-21.744619,35.806438,54.000000,21.000000,19.000000
-0.520615,35.798866,57.000000,22.000000,18.000000
14.629028,35.796276,59.000000,20.000000,19.000000
20.778227,35.798847,51.000000,25.000000,22.000000
20.975029,35.806412,49.000000,26.000000,23.000000
19.967041,35.818413,52.000000,24.000000,24.000000
21.431524,35.833836,53.000000,25.000000,23.000000
25.558233,35.818813,56.000000,22.000000,22.000000
29.208376,35.807159,56.000000,23.000000,19.000000
30.093559,35.799831,55.000000,23.000000,19.000000
29.168758,35.797352,57.000000,22.000000,20.000000
27.658226,35.799873,55.000000,22.000000,22.000000
24.219526,35.807224,57.000000,22.000000,20.000000
17.249428,35.818871,58.000000,22.000000,16.000000
8.205044,35.833836,56.000000,23.000000,18.000000
0.214583,35.818321,56.000000,24.000000,20.000000
-5.935799,35.806206,55.000000,25.000000,19.000000
-12.601907,35.798531,55.000000,23.000000,20.000000
-21.113535,35.795879,57.000000,23.000000,21.000000
-27.402178,35.798447,52.000000,23.000000,23.000000
-24.339899,35.806076,53.000000,25.000000,24.000000
-10.101379,35.818218,53.000000,25.000000,24.000000
8.355175,35.833836,52.000000,24.000000,26.000000
22.127045,35.819046,53.000000,21.000000,21.000000
28.031946,35.807621,59.000000,20.000000,20.000000
27.755432,35.800491,58.000000,23.000000,19.000000
23.229286,35.798134,55.000000,22.000000,17.000000
15.837097,35.800663,56.000000,21.000000,22.000000
8.003397,35.807888,54.000000,24.000000,23.000000
2.725872,35.819263,50.000000,25.000000,25.000000
1.155146,35.833836,51.000000,24.000000,26.000000
1.358070,35.817856,52.000000,25.000000,22.000000
0.809651,35.805241,56.000000,21.000000,23.000000
-1.166270,35.797112,54.000000,25.000000,20.000000
-4.266167,35.794136,56.000000,22.000000,20.000000
-8.320910,35.796604,56.000000,23.000000,20.000000
-12.832471,35.804443,55.000000,23.000000,22.000000
-18.121614,35.817181,55.000000,24.000000,23.000000
-25.419409,35.833836,53.000000,24.000000,21.000000
-32.411583,35.820564,58.000000,20.000000,20.000000
-32.383987,35.811115,56.000000,21.000000,20.000000
-21.612284,35.806362,54.000000,26.000000,21.000000
-4.302896,35.806705,54.000000,24.000000,21.000000
12.306634,35.812149,54.000000,24.000000,20.000000
23.434999,35.822353,53.000000,26.000000,21.000000
26.855963,35.836628,51.000000,25.000000,24.000000
23.095783,35.853848,53.000000,24.000000,25.000000
16.351788,35.840122,53.000000,25.000000,25.000000
11.363903,35.829227,52.000000,23.000000,24.000000
9.486157,35.822178,55.000000,23.000000,22.000000
8.768403,35.819572,58.000000,21.000000,20.000000
6.767707,35.821678,56.000000,22.000000,20.000000
2.564453,35.828445,56.000000,23.000000,20.000000
-3.061806,35.839458,55.000000,21.000000,24.000000
-9.351556,35.853848,52.000000,24.000000,23.000000
-17.346561,35.837906,55.000000,22.000000,23.000000
-27.950708,35.825535,52.000000,26.000000,22.000000
-38.033230,35.817776,52.000000,26.000000,22.000000
-40.254330,35.815193,52.000000,25.000000,24.000000
-29.140392,35.817928,54.000000,23.000000,21.000000
-7.575161,35.825768,56.000000,23.000000,22.000000
14.807710,35.838100,54.000000,23.000000,23.000000
29.597088,35.853848,54.000000,23.000000,22.000000
33.641258,35.839123,57.000000,22.000000,22.000000
27.392294,35.827671,55.000000,22.000000,21.000000
14.359346,35.820446,56.000000,22.000000,21.000000
1.678532,35.817963,58.000000,23.000000,19.000000
-4.419550,35.820393,54.000000,25.000000,21.000000
-4.977378,35.827591,56.000000,24.000000,20.000000
-5.815220,35.839058,54.000000,23.000000,21.000000
-8.970125,35.853848,53.000000,27.000000,23.000000
-12.109402,35.838215,53.000000,25.000000,24.000000
-14.591952,35.826027,54.000000,22.000000,23.000000
-18.321161,35.818333,52.000000,24.000000,24.000000
-24.740646,35.815708,51.000000,25.000000,26.000000
