BVP,TEMP,ACC_x,ACC_y,ACC_z
12.401845,31.947159,-56.000000,29.000000,15.000000
40.118744,31.940514,-57.000000,31.000000,14.000000
64.822220,31.938251,-55.000000,32.000000,14.000000
80.329750,31.940521,-53.000000,31.000000,14.000000
84.655411,31.947170,-53.000000,31.000000,15.000000
80.121399,31.957714,-53.000000,33.000000,15.000000
68.047600,31.971266,-55.000000,31.000000,16.000000
49.546207,31.957645,-56.000000,31.000000,15.000000
29.989614,31.947041,-55.000000,30.000000,16.000000
16.405380,31.940346,-52.000000,30.000000,18.000000
11.361711,31.938057,-55.000000,30.000000,14.000000
12.590991,31.940327,-57.000000,30.000000,14.000000
15.354640,31.947010,-52.000000,32.000000,16.000000
13.928972,31.957621,-53.000000,30.000000,16.000000
5.472034,31.971266,-57.000000,31.000000,16.000000
-6.927524,31.957752,-54.000000,32.000000,16.000000
-16.684010,31.947252,-56.000000,29.000000,16.000000
-17.963676,31.940643,-57.000000,29.000000,15.000000
-8.959882,31.938398,-55.000000,30.000000,15.000000
5.933728,31.940664,-54.000000,30.000000,15.000000
19.610147,31.947285,-56.000000,29.000000,14.000000
28.909088,31.957779,-56.000000,29.000000,13.000000
34.485455,31.971266,-56.000000,29.000000,13.000000
36.888073,31.957573,-57.000000,29.000000,11.000000
37.412895,31.946901,-54.000000,29.000000,15.000000
38.261665,31.940155,-57.000000,28.000000,15.000000
38.751297,31.937840,-54.000000,28.000000,16.000000
36.057426,31.940115,-55.000000,27.000000,16.000000
30.321243,31.946840,-56.000000,28.000000,13.000000
24.758358,31.957525,-56.000000,28.000000,17.000000
20.543039,31.971266,-55.000000,30.000000,17.000000
15.182939,31.957859,-56.000000,31.000000,14.000000
6.675466,31.947458,-55.000000,31.000000,12.000000
-2.574490,31.940926,-57.000000,32.000000,13.000000
-9.106704,31.938721,-56.000000,30.000000,14.000000
-13.680114,31.940975,-56.000000,32.000000,13.000000
-18.415859,31.947536,-54.000000,30.000000,15.000000
-22.152021,31.957922,-53.000000,30.000000,16.000000
-23.858366,31.971266,-54.000000,30.000000,15.000000
-26.116932,31.957415,-55.000000,30.000000,14.000000
-31.166718,31.946590,-55.000000,29.000000,15.000000
-37.384117,31.939726,-55.000000,31.000000,14.000000
-40.955944,31.937346,-54.000000,31.000000,16.000000
-38.333862,31.939632,-55.000000,29.000000,14.000000
-27.625147,31.946447,-57.000000,31.000000,15.000000
-10.234846,31.957298,-56.000000,29.000000,14.000000
8.163350,31.971266,-57.000000,30.000000,13.000000
20.975521,31.958117,-54.000000,30.000000,16.000000
26.521191,31.947969,-54.000000,29.000000,14.000000
27.600538,31.941643,-56.000000,29.000000,13.000000
25.217646,31.939558,-56.000000,30.000000,14.000000
18.054268,31.941814,-59.000000,29.000000,13.000000
8.610649,31.948233,-56.000000,27.000000,13.000000
3.058373,31.958334,-54.000000,28.000000,17.000000
3.528968,31.971266,-57.000000,30.000000,15.000000
6.084608,31.956926,-56.000000,29.000000,14.000000
6.975044,31.945589,-55.000000,31.000000,14.000000
6.544090,31.938265,-55.000000,28.000000,18.000000
6.770551,31.935562,-50.000000,28.000000,21.000000
